"","CA_MPA_Name_Short","year","classcode","site_designation","status","density"
"1560","Scorpion SMR",2017,"SPUL","SMR","reference",0.075462962962963
"1561","Scorpion SMR",2018,"SPUL","SMR","reference",0.0537037037037037
"1562","Scorpion SMR",2019,"SPUL","SMR","reference",0.0513888888888889
"1563","Scorpion SMR",2020,"SPUL","SMR","reference",0.0337962962962963
"1564","South La Jolla SMR",2011,"SPUL","SMR","reference",0.00416666666666667
"1565","South La Jolla SMR",2012,"SPUL","SMR","reference",0.00625
"1566","South La Jolla SMR",2019,"SPUL","SMR","reference",0.00729166666666667
"1567","South La Jolla SMR",2020,"SPUL","SMR","reference",0.0104166666666667
"1568","South Point SMR",2004,"SPUL","SMR","reference",0.0131944444444444
"1569","South Point SMR",2005,"SPUL","SMR","reference",0.012037037037037
"1570","South Point SMR",2006,"SPUL","SMR","reference",0.0131944444444444
"1571","South Point SMR",2007,"SPUL","SMR","reference",0.0111111111111111
"1572","South Point SMR",2008,"SPUL","SMR","reference",0.00339506172839506
"1573","South Point SMR",2009,"SPUL","SMR","reference",0.0121913580246914
"1574","South Point SMR",2010,"SPUL","SMR","reference",0.00902777777777778
"1575","South Point SMR",2011,"SPUL","SMR","reference",0.00625
"1576","South Point SMR",2012,"SPUL","SMR","reference",0.0121527777777778
"1577","South Point SMR",2013,"SPUL","SMR","reference",0.0194444444444444
"1578","South Point SMR",2014,"SPUL","SMR","reference",0.0114583333333333
"1579","South Point SMR",2015,"SPUL","SMR","reference",0.0111111111111111
"1580","South Point SMR",2016,"SPUL","SMR","reference",0.0427083333333333
"1581","South Point SMR",2017,"SPUL","SMR","reference",0.0236111111111111
"1582","South Point SMR",2018,"SPUL","SMR","reference",0.0465277777777778
"1583","South Point SMR",2019,"SPUL","SMR","reference",0.0263888888888889
"1584","South Point SMR",2020,"SPUL","SMR","reference",0.0163194444444444
