"","CA_MPA_Name_Short","year","classcode","site_designation","status","density"
"1202","Anacapa Island SMR",2014,"SPUL","SMR","mpa",0.0190972222222222
"1203","Anacapa Island SMR",2015,"SPUL","SMR","mpa",0.0211805555555556
"1204","Anacapa Island SMR",2016,"SPUL","SMR","mpa",0.0565972222222222
"1205","Anacapa Island SMR",2017,"SPUL","SMR","mpa",0.0444444444444444
"1206","Anacapa Island SMR",2018,"SPUL","SMR","mpa",0.0295634920634921
"1207","Anacapa Island SMR",2019,"SPUL","SMR","mpa",0.0339285714285714
"1208","Anacapa Island SMR",2020,"SPUL","SMR","mpa",0.0190972222222222
"1209","Blue Cavern Onshore SMCA",2011,"SPUL","SMCA","mpa",0.0694444444444444
"1210","Blue Cavern Onshore SMCA",2012,"SPUL","SMCA","mpa",0.0347222222222222
"1211","Blue Cavern Onshore SMCA",2019,"SPUL","SMCA","mpa",0.0319444444444444
"1212","Blue Cavern Onshore SMCA",2020,"SPUL","SMCA","mpa",0.025
"1213","Campus Point SMCA",2010,"SPUL","SMCA","mpa",0.000694444444444444
"1214","Campus Point SMCA",2011,"SPUL","SMCA","mpa",0.00208333333333333
"1215","Campus Point SMCA",2012,"SPUL","SMCA","mpa",0.00486111111111111
"1216","Campus Point SMCA",2013,"SPUL","SMCA","mpa",0.00138888888888889
"1217","Campus Point SMCA",2014,"SPUL","SMCA","mpa",0.00138888888888889
"1218","Campus Point SMCA",2015,"SPUL","SMCA","mpa",0.0138888888888889
"1219","Campus Point SMCA",2016,"SPUL","SMCA","mpa",0.0159722222222222
"1220","Campus Point SMCA",2017,"SPUL","SMCA","mpa",0.01875
"1221","Campus Point SMCA",2018,"SPUL","SMCA","mpa",0.0201388888888889
"1222","Campus Point SMCA",2019,"SPUL","SMCA","mpa",0.00555555555555556
"1223","Campus Point SMCA",2020,"SPUL","SMCA","mpa",0.0131944444444444
"1224","Carrington Point SMR",2004,"SPUL","SMR","mpa",0.0130208333333333
"1225","Carrington Point SMR",2005,"SPUL","SMR","mpa",0.00486111111111111
"1226","Carrington Point SMR",2007,"SPUL","SMR","mpa",0.0270833333333333
"1227","Carrington Point SMR",2008,"SPUL","SMR","mpa",0.00416666666666667
"1228","Cat Harbor SMCA",2011,"SPUL","SMCA","mpa",0.0430555555555556
"1229","Cat Harbor SMCA",2012,"SPUL","SMCA","mpa",0.0180555555555556
"1230","Cat Harbor SMCA",2019,"SPUL","SMCA","mpa",0.0361111111111111
"1231","Cat Harbor SMCA",2020,"SPUL","SMCA","mpa",0.0486111111111111
"1232","Crystal Cove SMCA",2011,"SPUL","SMCA","mpa",0.0972222222222222
"1233","Crystal Cove SMCA",2012,"SPUL","SMCA","mpa",0.0263888888888889
"1234","Crystal Cove SMCA",2019,"SPUL","SMCA","mpa",0.0333333333333333
"1235","Crystal Cove SMCA",2020,"SPUL","SMCA","mpa",0.0625
"1236","Gull Island SMR",2003,"SPUL","SMR","mpa",0.0340277777777778
"1237","Gull Island SMR",2004,"SPUL","SMR","mpa",0.0451388888888889
"1238","Gull Island SMR",2005,"SPUL","SMR","mpa",0.0451388888888889
"1239","Gull Island SMR",2006,"SPUL","SMR","mpa",0.0486111111111111
"1240","Gull Island SMR",2007,"SPUL","SMR","mpa",0.0527777777777778
"1241","Gull Island SMR",2008,"SPUL","SMR","mpa",0.0368055555555556
"1242","Gull Island SMR",2009,"SPUL","SMR","mpa",0.0638888888888889
"1243","Gull Island SMR",2010,"SPUL","SMR","mpa",0.0770833333333333
"1244","Gull Island SMR",2011,"SPUL","SMR","mpa",0.0694444444444444
"1245","Gull Island SMR",2012,"SPUL","SMR","mpa",0.0340277777777778
"1246","Gull Island SMR",2014,"SPUL","SMR","mpa",0.0465277777777778
"1247","Gull Island SMR",2015,"SPUL","SMR","mpa",0.10625
"1248","Gull Island SMR",2016,"SPUL","SMR","mpa",0.197222222222222
"1249","Gull Island SMR",2017,"SPUL","SMR","mpa",0.184027777777778
"1250","Gull Island SMR",2018,"SPUL","SMR","mpa",0.184027777777778
"1251","Gull Island SMR",2019,"SPUL","SMR","mpa",0.134722222222222
"1252","Gull Island SMR",2020,"SPUL","SMR","mpa",0.166666666666667
"1253","Harris Point SMR",2004,"SPUL","SMR","mpa",0.00972222222222222
"1254","Harris Point SMR",2005,"SPUL","SMR","mpa",0.00555555555555556
"1255","Harris Point SMR",2006,"SPUL","SMR","mpa",0.00902777777777778
"1256","Harris Point SMR",2007,"SPUL","SMR","mpa",0.00555555555555556
"1257","Harris Point SMR",2008,"SPUL","SMR","mpa",0.00347222222222222
"1258","Harris Point SMR",2009,"SPUL","SMR","mpa",0.01875
"1259","Harris Point SMR",2010,"SPUL","SMR","mpa",0.00972222222222222
"1260","Harris Point SMR",2011,"SPUL","SMR","mpa",0.00833333333333333
"1261","Harris Point SMR",2012,"SPUL","SMR","mpa",0.00763888888888889
"1262","Harris Point SMR",2014,"SPUL","SMR","mpa",0.00833333333333333
"1263","Harris Point SMR",2016,"SPUL","SMR","mpa",0.0284722222222222
"1264","Harris Point SMR",2018,"SPUL","SMR","mpa",0.0215277777777778
"1265","Harris Point SMR",2019,"SPUL","SMR","mpa",0.0166666666666667
"1266","Harris Point SMR",2020,"SPUL","SMR","mpa",0.0152777777777778
"1267","Matlahuayl SMR",2011,"SPUL","SMR","mpa",0.0125
"1268","Matlahuayl SMR",2012,"SPUL","SMR","mpa",0.025
"1269","Matlahuayl SMR",2019,"SPUL","SMR","mpa",0.0166666666666667
"1270","Matlahuayl SMR",2020,"SPUL","SMR","mpa",0.0125
"1271","Naples SMCA",2009,"SPUL","SMCA","mpa",0.0180555555555556
"1272","Naples SMCA",2010,"SPUL","SMCA","mpa",0.0208333333333333
"1273","Naples SMCA",2011,"SPUL","SMCA","mpa",0.0194444444444444
"1274","Naples SMCA",2012,"SPUL","SMCA","mpa",0.0145833333333333
"1275","Naples SMCA",2013,"SPUL","SMCA","mpa",0.0118055555555556
"1276","Naples SMCA",2014,"SPUL","SMCA","mpa",0.0166666666666667
"1277","Naples SMCA",2015,"SPUL","SMCA","mpa",0.159027777777778
"1278","Naples SMCA",2016,"SPUL","SMCA","mpa",0.111111111111111
"1279","Naples SMCA",2017,"SPUL","SMCA","mpa",0.0854166666666667
"1280","Naples SMCA",2018,"SPUL","SMCA","mpa",0.09375
"1281","Naples SMCA",2019,"SPUL","SMCA","mpa",0.0729166666666667
"1282","Naples SMCA",2020,"SPUL","SMCA","mpa",0.0506944444444444
"1283","Painted Cave SMCA",2003,"SPUL","SMCA","mpa",0.0381944444444444
"1284","Painted Cave SMCA",2004,"SPUL","SMCA","mpa",0.01875
"1285","Painted Cave SMCA",2005,"SPUL","SMCA","mpa",0.0180555555555556
"1286","Painted Cave SMCA",2006,"SPUL","SMCA","mpa",0.0222222222222222
"1287","Painted Cave SMCA",2007,"SPUL","SMCA","mpa",0.0104166666666667
"1288","Painted Cave SMCA",2008,"SPUL","SMCA","mpa",0.0270833333333333
"1289","Painted Cave SMCA",2009,"SPUL","SMCA","mpa",0.0222222222222222
"1290","Painted Cave SMCA",2010,"SPUL","SMCA","mpa",0.0201388888888889
"1291","Painted Cave SMCA",2011,"SPUL","SMCA","mpa",0.0298611111111111
"1292","Painted Cave SMCA",2012,"SPUL","SMCA","mpa",0.0194444444444444
"1293","Painted Cave SMCA",2014,"SPUL","SMCA","mpa",0.0152777777777778
"1294","Painted Cave SMCA",2015,"SPUL","SMCA","mpa",0.0236111111111111
"1295","Painted Cave SMCA",2016,"SPUL","SMCA","mpa",0.09375
"1296","Painted Cave SMCA",2017,"SPUL","SMCA","mpa",0.108333333333333
"1297","Painted Cave SMCA",2018,"SPUL","SMCA","mpa",0.126388888888889
"1298","Painted Cave SMCA",2019,"SPUL","SMCA","mpa",0.0805555555555555
"1299","Painted Cave SMCA",2020,"SPUL","SMCA","mpa",0.0861111111111111
"1300","Point Conception SMR",1999,"SPUL","SMR","mpa",0
"1301","Point Conception SMR",2000,"SPUL","SMR","mpa",0
"1302","Point Conception SMR",2001,"SPUL","SMR","mpa",0
"1303","Point Conception SMR",2002,"SPUL","SMR","mpa",0
"1304","Point Conception SMR",2003,"SPUL","SMR","mpa",0
"1305","Point Conception SMR",2004,"SPUL","SMR","mpa",0
"1306","Point Conception SMR",2005,"SPUL","SMR","mpa",0
"1307","Point Conception SMR",2006,"SPUL","SMR","mpa",0
"1308","Point Conception SMR",2007,"SPUL","SMR","mpa",0
"1309","Point Conception SMR",2008,"SPUL","SMR","mpa",0
"1310","Point Conception SMR",2009,"SPUL","SMR","mpa",0
"1311","Point Conception SMR",2010,"SPUL","SMR","mpa",0
"1312","Point Conception SMR",2011,"SPUL","SMR","mpa",0
"1313","Point Conception SMR",2012,"SPUL","SMR","mpa",0
"1314","Point Dume SMCA",2010,"SPUL","SMCA","mpa",0.0125
"1315","Point Dume SMCA",2011,"SPUL","SMCA","mpa",0.0222222222222222
"1316","Point Dume SMCA",2012,"SPUL","SMCA","mpa",0.0111111111111111
"1317","Point Dume SMCA",2013,"SPUL","SMCA","mpa",0.0138888888888889
"1318","Point Dume SMCA",2019,"SPUL","SMCA","mpa",0.0270833333333333
"1319","Point Dume SMCA",2020,"SPUL","SMCA","mpa",0.0104166666666667
"1320","Point Vicente SMCA",2004,"SPUL","SMCA","mpa",0.0215277777777778
"1321","Point Vicente SMCA",2007,"SPUL","SMCA","mpa",0.0708333333333333
"1322","Point Vicente SMCA",2008,"SPUL","SMCA","mpa",0.0388888888888889
"1323","Point Vicente SMCA",2009,"SPUL","SMCA","mpa",0.0388888888888889
"1324","Point Vicente SMCA",2010,"SPUL","SMCA","mpa",0.0489583333333333
"1325","Point Vicente SMCA",2011,"SPUL","SMCA","mpa",0.0223958333333333
"1326","Point Vicente SMCA",2012,"SPUL","SMCA","mpa",0.0078125
"1327","Point Vicente SMCA",2013,"SPUL","SMCA","mpa",0.0130208333333333
"1328","Point Vicente SMCA",2014,"SPUL","SMCA","mpa",0.0322916666666667
"1329","Point Vicente SMCA",2015,"SPUL","SMCA","mpa",0.0526041666666667
"1330","Point Vicente SMCA",2016,"SPUL","SMCA","mpa",0.0322916666666667
"1331","Point Vicente SMCA",2017,"SPUL","SMCA","mpa",0.0369791666666667
"1332","Point Vicente SMCA",2018,"SPUL","SMCA","mpa",0.0459375
"1333","Point Vicente SMCA",2019,"SPUL","SMCA","mpa",0.0407291666666667
"1334","Point Vicente SMCA",2020,"SPUL","SMCA","mpa",0.0557291666666667
"1335","Santa Barbara Island SMR",2004,"SPUL","SMR","mpa",0.00486111111111111
"1336","Santa Barbara Island SMR",2005,"SPUL","SMR","mpa",0.0152777777777778
"1337","Santa Barbara Island SMR",2006,"SPUL","SMR","mpa",0.0204861111111111
"1338","Santa Barbara Island SMR",2007,"SPUL","SMR","mpa",0.0166666666666667
"1339","Santa Barbara Island SMR",2008,"SPUL","SMR","mpa",0.0138888888888889
"1340","Santa Barbara Island SMR",2011,"SPUL","SMR","mpa",0.0138888888888889
"1341","Santa Barbara Island SMR",2013,"SPUL","SMR","mpa",0.00954861111111111
"1342","Santa Barbara Island SMR",2019,"SPUL","SMR","mpa",0.0244791666666667
"1343","Scorpion SMR",2004,"SPUL","SMR","mpa",0.0152777777777778
"1344","Scorpion SMR",2005,"SPUL","SMR","mpa",0.0140046296296296
"1345","Scorpion SMR",2006,"SPUL","SMR","mpa",0.016087962962963
"1346","Scorpion SMR",2007,"SPUL","SMR","mpa",0.0134259259259259
"1347","Scorpion SMR",2008,"SPUL","SMR","mpa",0.0175925925925926
"1348","Scorpion SMR",2009,"SPUL","SMR","mpa",0.0412037037037037
"1349","Scorpion SMR",2010,"SPUL","SMR","mpa",0.0310185185185185
"1350","Scorpion SMR",2011,"SPUL","SMR","mpa",0.0236111111111111
"1351","Scorpion SMR",2012,"SPUL","SMR","mpa",0.024537037037037
"1352","Scorpion SMR",2013,"SPUL","SMR","mpa",0.0240740740740741
"1353","Scorpion SMR",2014,"SPUL","SMR","mpa",0.0314814814814815
"1354","Scorpion SMR",2015,"SPUL","SMR","mpa",0.0462962962962963
"1355","Scorpion SMR",2016,"SPUL","SMR","mpa",0.0810185185185185
"1356","Scorpion SMR",2017,"SPUL","SMR","mpa",0.0703703703703704
"1357","Scorpion SMR",2018,"SPUL","SMR","mpa",0.0476851851851852
"1358","Scorpion SMR",2019,"SPUL","SMR","mpa",0.0523148148148148
"1359","Scorpion SMR",2020,"SPUL","SMR","mpa",0.0421296296296296
"1360","South La Jolla SMR",2011,"SPUL","SMR","mpa",0.009375
"1361","South La Jolla SMR",2012,"SPUL","SMR","mpa",0.0145833333333333
"1362","South La Jolla SMR",2019,"SPUL","SMR","mpa",0.01875
"1363","South La Jolla SMR",2020,"SPUL","SMR","mpa",0.034375
"1364","South Point SMR",2004,"SPUL","SMR","mpa",0.0256944444444444
"1365","South Point SMR",2005,"SPUL","SMR","mpa",0.025
"1366","South Point SMR",2006,"SPUL","SMR","mpa",0.0301256613756614
"1367","South Point SMR",2007,"SPUL","SMR","mpa",0.0215277777777778
"1368","South Point SMR",2008,"SPUL","SMR","mpa",0.0106481481481481
"1369","South Point SMR",2009,"SPUL","SMR","mpa",0.0231481481481481
"1370","South Point SMR",2010,"SPUL","SMR","mpa",0.0159722222222222
"1371","South Point SMR",2011,"SPUL","SMR","mpa",0.0395833333333333
"1372","South Point SMR",2012,"SPUL","SMR","mpa",0.0201388888888889
"1373","South Point SMR",2013,"SPUL","SMR","mpa",0.0203703703703704
"1374","South Point SMR",2014,"SPUL","SMR","mpa",0.00833333333333333
"1375","South Point SMR",2015,"SPUL","SMR","mpa",0.0243055555555556
"1376","South Point SMR",2016,"SPUL","SMR","mpa",0.0486111111111111
"1377","South Point SMR",2017,"SPUL","SMR","mpa",0.0465277777777778
"1378","South Point SMR",2018,"SPUL","SMR","mpa",0.05625
"1379","South Point SMR",2019,"SPUL","SMR","mpa",0.0680555555555555
"1380","South Point SMR",2020,"SPUL","SMR","mpa",0.0430555555555555
"1381","Abalone Cove SMCA",2011,"SPUL","SMCA","reference",0.0236111111111111
"1382","Abalone Cove SMCA",2012,"SPUL","SMCA","reference",0.0152777777777778
"1383","Abalone Cove SMCA",2013,"SPUL","SMCA","reference",0.0680555555555555
"1384","Abalone Cove SMCA",2014,"SPUL","SMCA","reference",0.0208333333333333
"1385","Abalone Cove SMCA",2015,"SPUL","SMCA","reference",0.0375
"1386","Abalone Cove SMCA",2016,"SPUL","SMCA","reference",0.021875
"1387","Abalone Cove SMCA",2017,"SPUL","SMCA","reference",0.028125
"1388","Abalone Cove SMCA",2018,"SPUL","SMCA","reference",0.0260416666666667
"1389","Abalone Cove SMCA",2019,"SPUL","SMCA","reference",0.078125
"1390","Abalone Cove SMCA",2020,"SPUL","SMCA","reference",0.00833333333333333
"1391","Anacapa Island SMCA",2004,"SPUL","SMCA","reference",0.0015625
"1392","Anacapa Island SMCA",2005,"SPUL","SMCA","reference",0.0145833333333333
"1393","Anacapa Island SMCA",2006,"SPUL","SMCA","reference",0.00902777777777778
"1394","Anacapa Island SMCA",2007,"SPUL","SMCA","reference",0.0145833333333333
"1395","Anacapa Island SMCA",2008,"SPUL","SMCA","reference",0.0125
"1396","Anacapa Island SMCA",2009,"SPUL","SMCA","reference",0.0402777777777778
"1397","Anacapa Island SMR",2004,"SPUL","SMR","reference",0.00486111111111111
"1398","Anacapa Island SMR",2005,"SPUL","SMR","reference",0.00625
"1399","Anacapa Island SMR",2006,"SPUL","SMR","reference",0.003125
"1400","Anacapa Island SMR",2007,"SPUL","SMR","reference",0.00694444444444444
"1401","Anacapa Island SMR",2008,"SPUL","SMR","reference",0.0104166666666667
"1402","Anacapa Island SMR",2009,"SPUL","SMR","reference",0.0260416666666667
"1403","Anacapa Island SMR",2010,"SPUL","SMR","reference",0.0229166666666667
"1404","Anacapa Island SMR",2011,"SPUL","SMR","reference",0.00694444444444444
"1405","Anacapa Island SMR",2012,"SPUL","SMR","reference",0.00555555555555555
"1406","Anacapa Island SMR",2014,"SPUL","SMR","reference",0.00555555555555555
"1407","Anacapa Island SMR",2015,"SPUL","SMR","reference",0.0229166666666667
"1408","Anacapa Island SMR",2016,"SPUL","SMR","reference",0.0506944444444444
"1409","Anacapa Island SMR",2017,"SPUL","SMR","reference",0.0833333333333333
"1410","Anacapa Island SMR",2018,"SPUL","SMR","reference",0.0451388888888889
"1411","Anacapa Island SMR",2019,"SPUL","SMR","reference",0.04375
"1412","Anacapa Island SMR",2020,"SPUL","SMR","reference",0.0201388888888889
"1413","Blue Cavern Onshore SMCA",2011,"SPUL","SMCA","reference",0.0145833333333333
"1414","Blue Cavern Onshore SMCA",2012,"SPUL","SMCA","reference",0
"1415","Blue Cavern Onshore SMCA",2019,"SPUL","SMCA","reference",0.0229166666666667
"1416","Blue Cavern Onshore SMCA",2020,"SPUL","SMCA","reference",0.00416666666666667
"1417","Campus Point SMCA",2010,"SPUL","SMCA","reference",0.0104166666666667
"1418","Campus Point SMCA",2011,"SPUL","SMCA","reference",0.00694444444444444
"1419","Campus Point SMCA",2012,"SPUL","SMCA","reference",0.0104166666666667
"1420","Campus Point SMCA",2013,"SPUL","SMCA","reference",0.00763888888888889
"1421","Campus Point SMCA",2014,"SPUL","SMCA","reference",0.0104166666666667
"1422","Campus Point SMCA",2015,"SPUL","SMCA","reference",0.0284722222222222
"1423","Campus Point SMCA",2016,"SPUL","SMCA","reference",0.0416666666666667
"1424","Campus Point SMCA",2017,"SPUL","SMCA","reference",0.0354166666666667
"1425","Campus Point SMCA",2018,"SPUL","SMCA","reference",0.0395833333333333
"1426","Campus Point SMCA",2019,"SPUL","SMCA","reference",0.0229166666666667
"1427","Campus Point SMCA",2020,"SPUL","SMCA","reference",0.0152777777777778
"1428","Carrington Point SMR",2004,"SPUL","SMR","reference",0.00989583333333333
"1429","Carrington Point SMR",2005,"SPUL","SMR","reference",0.00763888888888889
"1430","Carrington Point SMR",2007,"SPUL","SMR","reference",0.0131944444444444
"1431","Carrington Point SMR",2008,"SPUL","SMR","reference",0.00694444444444444
"1432","Cat Harbor SMCA",2011,"SPUL","SMCA","reference",0.0430555555555556
"1433","Cat Harbor SMCA",2012,"SPUL","SMCA","reference",0.0138888888888889
"1434","Cat Harbor SMCA",2019,"SPUL","SMCA","reference",0.0375
"1435","Cat Harbor SMCA",2020,"SPUL","SMCA","reference",0.0180555555555556
"1436","Crystal Cove SMCA",2011,"SPUL","SMCA","reference",0.00833333333333333
"1437","Crystal Cove SMCA",2012,"SPUL","SMCA","reference",0.0125
"1438","Crystal Cove SMCA",2019,"SPUL","SMCA","reference",0
"1439","Crystal Cove SMCA",2020,"SPUL","SMCA","reference",0.0458333333333333
"1440","Gull Island SMR",2003,"SPUL","SMR","reference",0.0118055555555556
"1441","Gull Island SMR",2004,"SPUL","SMR","reference",0.0201388888888889
"1442","Gull Island SMR",2005,"SPUL","SMR","reference",0.0111111111111111
"1443","Gull Island SMR",2006,"SPUL","SMR","reference",0.0111111111111111
"1444","Gull Island SMR",2007,"SPUL","SMR","reference",0.0138888888888889
"1445","Gull Island SMR",2008,"SPUL","SMR","reference",0.00902777777777778
"1446","Gull Island SMR",2009,"SPUL","SMR","reference",0.0111111111111111
"1447","Gull Island SMR",2010,"SPUL","SMR","reference",0.0180555555555556
"1448","Gull Island SMR",2011,"SPUL","SMR","reference",0.0152777777777778
"1449","Gull Island SMR",2012,"SPUL","SMR","reference",0.0131944444444444
"1450","Gull Island SMR",2014,"SPUL","SMR","reference",0.00972222222222222
"1451","Gull Island SMR",2015,"SPUL","SMR","reference",0.0298611111111111
"1452","Gull Island SMR",2016,"SPUL","SMR","reference",0.0569444444444445
"1453","Gull Island SMR",2017,"SPUL","SMR","reference",0.0722222222222222
"1454","Gull Island SMR",2018,"SPUL","SMR","reference",0.0375
"1455","Gull Island SMR",2019,"SPUL","SMR","reference",0.0458333333333333
"1456","Gull Island SMR",2020,"SPUL","SMR","reference",0.0215277777777778
"1457","Harris Point SMR",2004,"SPUL","SMR","reference",0.00416666666666667
"1458","Harris Point SMR",2005,"SPUL","SMR","reference",0.000694444444444444
"1459","Harris Point SMR",2006,"SPUL","SMR","reference",0
"1460","Harris Point SMR",2007,"SPUL","SMR","reference",0.000694444444444444
"1461","Harris Point SMR",2008,"SPUL","SMR","reference",0.00416666666666667
"1462","Harris Point SMR",2009,"SPUL","SMR","reference",0
"1463","Harris Point SMR",2010,"SPUL","SMR","reference",0.00208333333333333
"1464","Harris Point SMR",2011,"SPUL","SMR","reference",0.00138888888888889
"1465","Harris Point SMR",2012,"SPUL","SMR","reference",0
"1466","Harris Point SMR",2014,"SPUL","SMR","reference",0.00138888888888889
"1467","Harris Point SMR",2016,"SPUL","SMR","reference",0.0180555555555556
"1468","Harris Point SMR",2018,"SPUL","SMR","reference",0.0159722222222222
"1469","Harris Point SMR",2019,"SPUL","SMR","reference",0.00902777777777778
"1470","Harris Point SMR",2020,"SPUL","SMR","reference",0.00277777777777778
"1471","Matlahuayl SMR",2011,"SPUL","SMR","reference",0.0111111111111111
"1472","Matlahuayl SMR",2012,"SPUL","SMR","reference",0.00694444444444444
"1473","Matlahuayl SMR",2019,"SPUL","SMR","reference",0.00555555555555555
"1474","Matlahuayl SMR",2020,"SPUL","SMR","reference",0.0111111111111111
"1475","Naples SMCA",2009,"SPUL","SMCA","reference",0.00277777777777778
"1476","Naples SMCA",2010,"SPUL","SMCA","reference",0.00347222222222222
"1477","Naples SMCA",2011,"SPUL","SMCA","reference",0.00694444444444444
"1478","Naples SMCA",2012,"SPUL","SMCA","reference",0.00208333333333333
"1479","Naples SMCA",2013,"SPUL","SMCA","reference",0
"1480","Naples SMCA",2014,"SPUL","SMCA","reference",0
"1481","Naples SMCA",2015,"SPUL","SMCA","reference",0.0180555555555556
"1482","Naples SMCA",2016,"SPUL","SMCA","reference",0.0347222222222222
"1483","Naples SMCA",2017,"SPUL","SMCA","reference",0.04375
"1484","Naples SMCA",2018,"SPUL","SMCA","reference",0.0326388888888889
"1485","Naples SMCA",2019,"SPUL","SMCA","reference",0.0201388888888889
"1486","Naples SMCA",2020,"SPUL","SMCA","reference",0.0131944444444444
"1487","Painted Cave SMCA",2003,"SPUL","SMCA","reference",0.0104166666666667
"1488","Painted Cave SMCA",2004,"SPUL","SMCA","reference",0.00972222222222222
"1489","Painted Cave SMCA",2005,"SPUL","SMCA","reference",0.00763888888888889
"1490","Painted Cave SMCA",2006,"SPUL","SMCA","reference",0.00763888888888889
"1491","Painted Cave SMCA",2007,"SPUL","SMCA","reference",0.00833333333333333
"1492","Painted Cave SMCA",2008,"SPUL","SMCA","reference",0.0138888888888889
"1493","Painted Cave SMCA",2009,"SPUL","SMCA","reference",0.0263888888888889
"1494","Painted Cave SMCA",2010,"SPUL","SMCA","reference",0.0194444444444444
"1495","Painted Cave SMCA",2011,"SPUL","SMCA","reference",0.0194444444444444
"1496","Painted Cave SMCA",2012,"SPUL","SMCA","reference",0.0118055555555556
"1497","Painted Cave SMCA",2014,"SPUL","SMCA","reference",0.00694444444444444
"1498","Painted Cave SMCA",2015,"SPUL","SMCA","reference",0.0319444444444444
"1499","Painted Cave SMCA",2016,"SPUL","SMCA","reference",0.0666666666666667
"1500","Painted Cave SMCA",2017,"SPUL","SMCA","reference",0.0604166666666667
"1501","Painted Cave SMCA",2018,"SPUL","SMCA","reference",0.0527777777777778
"1502","Painted Cave SMCA",2019,"SPUL","SMCA","reference",0.0305555555555556
"1503","Painted Cave SMCA",2020,"SPUL","SMCA","reference",0.0333333333333333
"1504","Point Conception SMR",1999,"SPUL","SMR","reference",0
"1505","Point Conception SMR",2000,"SPUL","SMR","reference",0
"1506","Point Conception SMR",2001,"SPUL","SMR","reference",0
"1507","Point Conception SMR",2002,"SPUL","SMR","reference",0
"1508","Point Conception SMR",2003,"SPUL","SMR","reference",0
"1509","Point Conception SMR",2004,"SPUL","SMR","reference",0
"1510","Point Conception SMR",2005,"SPUL","SMR","reference",0
"1511","Point Conception SMR",2006,"SPUL","SMR","reference",0.00138888888888889
"1512","Point Conception SMR",2007,"SPUL","SMR","reference",0
"1513","Point Conception SMR",2008,"SPUL","SMR","reference",0
"1514","Point Conception SMR",2009,"SPUL","SMR","reference",0
"1515","Point Conception SMR",2010,"SPUL","SMR","reference",0.00277777777777778
"1516","Point Conception SMR",2011,"SPUL","SMR","reference",0.000694444444444444
"1517","Point Conception SMR",2012,"SPUL","SMR","reference",0.00486111111111111
"1518","Point Dume SMCA",2010,"SPUL","SMCA","reference",0.0243055555555556
"1519","Point Dume SMCA",2011,"SPUL","SMCA","reference",0.0159722222222222
"1520","Point Dume SMCA",2012,"SPUL","SMCA","reference",0.0340277777777778
"1521","Point Dume SMCA",2013,"SPUL","SMCA","reference",0.0180555555555556
"1522","Point Dume SMCA",2019,"SPUL","SMCA","reference",0.025
"1523","Point Dume SMCA",2020,"SPUL","SMCA","reference",0.0277777777777778
"1524","Point Vicente SMCA",2004,"SPUL","SMCA","reference",0.0340277777777778
"1525","Point Vicente SMCA",2007,"SPUL","SMCA","reference",0.0163194444444444
"1526","Point Vicente SMCA",2008,"SPUL","SMCA","reference",0.00989583333333333
"1527","Point Vicente SMCA",2009,"SPUL","SMCA","reference",0.0385416666666667
"1528","Point Vicente SMCA",2010,"SPUL","SMCA","reference",0.0145833333333333
"1529","Point Vicente SMCA",2011,"SPUL","SMCA","reference",0.0182291666666667
"1530","Point Vicente SMCA",2012,"SPUL","SMCA","reference",0.0135416666666667
"1531","Point Vicente SMCA",2013,"SPUL","SMCA","reference",0.0182291666666667
"1532","Point Vicente SMCA",2014,"SPUL","SMCA","reference",0.0130208333333333
"1533","Point Vicente SMCA",2015,"SPUL","SMCA","reference",0.0213541666666667
"1534","Point Vicente SMCA",2016,"SPUL","SMCA","reference",0.0302083333333333
"1535","Point Vicente SMCA",2017,"SPUL","SMCA","reference",0.0197916666666667
"1536","Point Vicente SMCA",2018,"SPUL","SMCA","reference",0.01625
"1537","Point Vicente SMCA",2019,"SPUL","SMCA","reference",0.0204166666666667
"1538","Point Vicente SMCA",2020,"SPUL","SMCA","reference",0.0223958333333333
"1539","Santa Barbara Island SMR",2004,"SPUL","SMR","reference",0.0118055555555556
"1540","Santa Barbara Island SMR",2005,"SPUL","SMR","reference",0.0162326388888889
"1541","Santa Barbara Island SMR",2006,"SPUL","SMR","reference",0.0109375
"1542","Santa Barbara Island SMR",2007,"SPUL","SMR","reference",0.00902777777777778
"1543","Santa Barbara Island SMR",2008,"SPUL","SMR","reference",0.00763888888888889
"1544","Santa Barbara Island SMR",2011,"SPUL","SMR","reference",0.021875
"1545","Santa Barbara Island SMR",2013,"SPUL","SMR","reference",0.0194444444444444
"1546","Santa Barbara Island SMR",2019,"SPUL","SMR","reference",0.0296875
"1547","Scorpion SMR",2004,"SPUL","SMR","reference",0.00671296296296296
"1548","Scorpion SMR",2005,"SPUL","SMR","reference",0.0150793650793651
"1549","Scorpion SMR",2006,"SPUL","SMR","reference",0.0109126984126984
"1550","Scorpion SMR",2007,"SPUL","SMR","reference",0.0126984126984127
"1551","Scorpion SMR",2008,"SPUL","SMR","reference",0.0160714285714286
"1552","Scorpion SMR",2009,"SPUL","SMR","reference",0.046031746031746
"1553","Scorpion SMR",2010,"SPUL","SMR","reference",0.0305555555555556
"1554","Scorpion SMR",2011,"SPUL","SMR","reference",0.0305555555555556
"1555","Scorpion SMR",2012,"SPUL","SMR","reference",0.0134259259259259
"1556","Scorpion SMR",2013,"SPUL","SMR","reference",0.0128968253968254
"1557","Scorpion SMR",2014,"SPUL","SMR","reference",0.00925925925925926
"1558","Scorpion SMR",2015,"SPUL","SMR","reference",0.0407407407407407
"1559","Scorpion SMR",2016,"SPUL","SMR","reference",0.117592592592593
